index,Family,Genus,CommonName,Species,Species (ITIS),Habitat_Forest,Habitat_Savanna,Habitat_Shrubland,Habitat_Grassland,Habitat_Wetlands,Habitat_Rocky areas,Habitat_Desert,Refs1,Refs2,non-forest,only-forest,In-phylogeny,non-forest_phy,only-forest_phy,TrophicGuild,diet
432,Callitrichidae,Saguinus,Pied_Tamarin,Saguinus_bicolor,Saguinus_bicolor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
433,Callitrichidae,Saguinus,Geoffroy_s_Tamarin,Saguinus_geoffroyi,Saguinus_geoffroyi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
434,Callitrichidae,Saguinus,Emperor_Tamarin,Saguinus_imperator,Saguinus_imperator,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
436,Callitrichidae,Saguinus,Red_bellied_Tamarin,Saguinus_labiatus,Saguinus_labiatus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
437,Callitrichidae,Saguinus,White_footed_Tamarin,Saguinus_leucopus,Saguinus_leucopus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
438,Callitrichidae,Saguinus,Martin_s_Bare_faced_Tamarin,Saguinus_martinsi,Saguinus_martinsi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
439,Callitrichidae,Saguinus,Midas_Tamarin,Saguinus_midas,Saguinus_midas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Omnivore,Omnivore
440,Callitrichidae,Saguinus,Mustached_Tamarin,Saguinus_mystax,Saguinus_mystax,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
441,Callitrichidae,Saguinus,Western_Black_handed_Tamarin,Saguinus_niger,Saguinus_niger,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
442,Callitrichidae,Saguinus,Cotton_top_Tamarin,Saguinus_oedipus,Saguinus_oedipus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
444,Cebidae,Saimiri,Black_capped_Squirrel_Monkey,Saimiri_boliviensis,Saimiri_boliviensis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
449,Cebidae,Saimiri,Golden_backed_Squirrel_Monkey,Saimiri_ustus,Saimiri_ustus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
450,Cebidae,Saimiri,Black_headed_Squirrel_Monkey,Saimiri_vanzolinii,Saimiri_vanzolinii,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
451,Cebidae,Sapajus,Guianan_Brown_Capuchin,Sapajus_apella,Sapajus_apella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Omnivore,Omnivore
452,Cebidae,Sapajus,Hooded_Capuchin,Sapajus_cay,Sapajus_cay,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Omnivore,Omnivore
453,Cebidae,Sapajus,Blond_Capuchin,Sapajus_flavius,Sapajus_flavius,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
454,Cebidae,Sapajus,Bearded_Capuchin,Sapajus_libidinosus,Sapajus_libidinosus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Omnivore,Omnivore
455,Cebidae,Sapajus,Large_headed_Capuchin,Sapajus_macrocephalus,Sapajus_macrocephalus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
456,Cebidae,Sapajus,Black_horned_Capuchin,Sapajus_nigritus,Sapajus_nigritus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
457,Cebidae,Sapajus,Crested_Capuchin,Sapajus_robustus,Sapajus_robustus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
458,Cebidae,Sapajus,Yellow_breasted_Capuchin,Sapajus_xanthosternos,Sapajus_xanthosternos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
464,Cercopithecidae,Semnopithecus,Bengal_Sacred_Langur,Semnopithecus_entellus,Semnopithecus_entellus,1.0,1.0,1.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Folivore_frugivore,Herbivore
471,Cercopithecidae,Simias,Pig_tailed_Langur,Simias_concolor,Simias_concolor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
472,Hylobatidae,Symphalangus,Siamang,Symphalangus_syndactylus,Symphalangus_syndactylus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore_frugivore,Herbivore
473,Tarsiidae,Tarsius,Dian_s_Tarsier,Tarsius_dentatus,Tarsius_dentatus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Insectivore,Omnivore
475,Tarsiidae,Tarsius,Lariang_Tarsier,Tarsius_lariang,Tarsius_lariang,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Insectivore,Omnivore
478,Tarsiidae,Tarsius,Great_Sangihe_Tarsier,Tarsius_sangirensis,Tarsius_sangirensis,1.0,0.0,0.0,0.0,1.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Insectivore,Omnivore
479,Tarsiidae,Tarsius,Selayar_Tarsier,Tarsius_tarsier,Tarsius_tarsier,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Insectivore,Omnivore
481,Tarsiidae,Tarsius,Wallace_s_Tarsier,Tarsius_wallacei,Tarsius_wallacei,1.0,0.0,0.0,0.0,1.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Insectivore,Omnivore
482,Cercopithecidae,Theropithecus,Gelada,Theropithecus_gelada,Theropithecus_gelada,0.0,0.0,0.0,1.0,0.0,1.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Folivore,Herbivore
483,Cercopithecidae,Trachypithecus,East_Javan_Langur,Trachypithecus_auratus,Trachypithecus_auratus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
486,Cercopithecidae,Trachypithecus,Silvered_Langur,Trachypithecus_cristatus,Trachypithecus_cristatus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
487,Cercopithecidae,Trachypithecus,Delacour_s_Langur,Trachypithecus_delacouri,Trachypithecus_delacouri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
489,Cercopithecidae,Trachypithecus,Francois_s_Langur,Trachypithecus_francoisi,Trachypithecus_francoisi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
490,Cercopithecidae,Trachypithecus,Golden_Langur,Trachypithecus_geei,Trachypithecus_geei,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
491,Cercopithecidae,Trachypithecus,Germain_s_Langur,Trachypithecus_germaini,Trachypithecus_germaini,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
492,Cercopithecidae,Trachypithecus,Hatinh_Langur,Trachypithecus_hatinhensis,Trachypithecus_hatinhensis,1.0,0.0,0.0,0.0,0.0,1.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Folivore,Herbivore
497,Cercopithecidae,Trachypithecus,Dusky_Langur,Trachypithecus_obscurus,Trachypithecus_obscurus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
498,Cercopithecidae,Trachypithecus,Phayre_s_Langur,Trachypithecus_phayrei,Trachypithecus_phayrei,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Folivore,Herbivore
499,Cercopithecidae,Trachypithecus,Capped_Langur,Trachypithecus_pileatus,Trachypithecus_pileatus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
500,Cercopithecidae,Trachypithecus,Cat_Ba_Langur,Trachypithecus_poliocephalus,Trachypithecus_poliocephalus,1.0,0.0,1.0,0.0,0.0,0.0,0.0,254.0,199.0,1.0,0.0,1.0,1.0,0.0,Folivore,Herbivore
502,Cercopithecidae,Trachypithecus,Shortridge_s_Langur,Trachypithecus_shortridgei,Trachypithecus_shortridgei,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
503,Lemuridae,Varecia,Red_Ruffed_Lemur,Varecia_rubra,Varecia_rubra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
